ratings,titles,reviews,,dates,replies,reply_dates,Buying experience,Digital,store,service,product not available,Product,fresh,non fresh,"value (quality, etc.)",price,Delivery Mode,Drive,Delivery,After Sales,Carrefour,Other brand,reimbursement,clean_BE,clean_PD,clean_DM,clean_AS,
1,Allo monsieur Bompard !,"Allo monsieur Bompard !
Honteux, scandaleux, votre service d'appel au 0806060601 Attente interminable sans aucun message d'attente. Je ne m'insurge pas contre l'attente qui peut se comprendre mais bien contre la procédure.  Vos ""têtes pensantes"" chargées de la mise en place de ces procédures utilisent-ils eux même leurs services ? Faites le test !",,2022-11-02T11:16:48.000Z,"Bonjour, et merci pour votre avis. Pourriez-vous nous indiquer à quel jour et à quelle heure vous avez pris contact avec ce numéro, s'il vous plaît ? Nous sommes également à votre écoute sur les réseaux sociaux de Carrefour ou encore par mail : https://www.carrefour.fr/services/nous-contacter, si vous préférez nous contacter de cette façon. Nous vous souhaitons une bonne fin de journée. L'équipe Carrefour",2022-11-02T12:58:16.030Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,J'ai acheté du pain et la date est…,J'ai acheté du pain et la date est dépassé la date et du 13/02/2020 et on est le 14 je l'ai pas vu le pain et encore bon ils auraient dû l'enlever,,2020-02-14T18:07:19.000Z,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Suite à des courses effectuées dans un…,Suite à des courses effectuées dans un carrefour market à la Flèche en sarthe j'ai acheté une salade mix au poulet rôti périmée depuis une journée c'est une honte pour une grande surface de laisser un produit périmé de cette nature dommage que je n'ai pas vérifié en l'achetant du coup je n'ai rien mangé pendant ma pause repas j'ai quand même gardé le ticket de caisse et prix une photo de la date sur l'emballage. Heureusement que j'ai vu la date avant de la manger j'aurais pu être malade.,,2022-12-15T08:26:24.000Z,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,"inacceptable, mauvais service après-vente","Je fais toutes mes courses chaque semaine à carrefour et j'en suis très satisfaite. C'est pourquoi j'étais pleinement confiante de commander chez carrefour.fr. par internet. Malheureusement, ça s'est très mal passé. Le produit était défectueux. J'ai eu de gros problèmes de communication avec le service après-vente. Le produit n'a jamais bien fonctionné. En plus au lieu de prélever le paiement 1 fois par mois pendant 3 mois, ils m'ont prélevé 2 mois en même temps, je n'avais plus d'argent du tout pour manger, ils ont fini quand même après avoir beaucoup insisté par me rendre mon argent ce mois là. J'étais exaspérée, j'ai demandé réparation du préjudice. J'étais contente car ils m'ont versé 500 euros.; sauf que par la suite ils m'ont prélevé tous les mois pour rembourser cette somme de 500 euros avec des intérets exorbitants et je paie encore 4 ans après. Merci à Trustpilot de me donner la parole, car je suis une personne seule et sans défense.",,2014-06-12T09:45:37.000Z,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,0,1,
1,Publicité mensongère affiche un jeux…,Publicité mensongère affiche un jeux vidéos pas chère (et DISPONIBLE !!! ) sur internet mais en fait c est faux. Je vais contacter la répression des fraudes. Après un appelle au service client on me baratine sur l état des stocks. En 2020! Quelle honte! Un jour le jeudi est affiché disponible dans tel magasin et le le demain dans un autre. Je vais joindre une copie d écran à la DGCCRF,,2020-11-21T06:12:46.000Z,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,
1,Carrefour site à fuir !!!!,"Commande passée le 28/11 avec une livraison sous 3 jours ouvrés en point relais Carrefour Market. J'en suis arrivé à écrire une LRAR pour annuler la commande, à écrire à la DDPP du 91 pour dénoncer ce site, prochaine étape le juge de proximité.
Jamais eu de réponse aux x messages envoyés, les appels au service clientèle n'aboutissent jamais (répondeur) et leur service consommateur qui prend en charge votre réclamation vous communique un numéro de dossier auquel vous n'avez jamais de réponse.",,2014-12-19T09:56:58.000Z,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,0,1,
1,Ce matin au supermarché de Berck,"Ce matin au supermarché de Berck, je veux utiliser ma cagnotte (8 euros environ vérifiée le matin même sur mon compte clent), réponse pas de cagnotte. Je continue mes courses au supermarket de Rang-du-Fliers et là bingo ma cagnotte réapparaît! ça pue le bidouillage informatique, d'autant que ce n'est la première fois. Toujours à Berck au rayon charcuterie il y a une affichette pour une promotion (22.90€) sur le jambon de Parme Montorsi. La vendeuse me propose le Serano Montorsi à la place et refuse de me vendre le Parme de Carrefour à ce prix. Infraction caractérisée au code de la consommation. Si seulement c'était la seule fois!",,2022-07-21T18:24:00.000Z,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,arnaque carrefour,"Bjr
 je suis passé au magasin de Collégien. Dans le rayon de boucherie j ai 
choisi deux pack de viande avec  le sticker - 10% sur pack.Après passé 
en caisse en vérifiant le ticket je constate que la remise n était pas 
applique.Donc je vais au sce d accueil qui contacte le chef du rayon Mr 
Lionel Kekerdijan qui m a expliqué que le prix sur le pack était déjà 
déduit et il s est sauvé Rien n était marqué que le prix est nette Pour 
moi c est de l arnaque pur et simple.J était commercial pendant 50 ans 
et j ai jamais vu une chose pareil.En simple client je vois une remise 
je prends.Mais quand me ne dise pas que le prix était déjà déduit.Pour 
moi le chef de rayon mentionnais ci dessus n est pas a sa place car il n
 a pas trouvé une solution .J ai sais que la somme n était pas 
énorme,mais pour moi c est une question de principe et j apprécie le 
travail bien fait.Je pense que ce chef de rayon a oublié que c est les 
clients qui font sa paye.Cdt   Mr Tréville  Richard",,2022-08-03T19:17:50.000Z,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,Concernant le carrefour drive,"Concernant le carrefour drive, ils ne sont pas au niveau attendu...C'est nul! Vous attendez des plombes, les employés passent à côté de vous sans rien vous demander (ils doivent avoir peur des clients!), les commandes sont incomplètes... A fuir...

Cette année, j'ai essayé les commandes de fourniture pour mes enfants via internet et carrefour...Livraison en 2 à 4 jours ouvrés...Commande reçue au bout de 6 jours...et les mêmes travers, pour récupérer la commande, les employés ne savent pas, vous poirotés...

En bref, pour ma part, le vaccin contre les drive carrefour est fait...Plus jamais...
A vouloir tout faire (hyper, drive, assurances...), ils pataugent, comme bon nombre de ""world company""!",,2019-08-31T09:42:39.000Z,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,
1,Service livraison et service client…,"Service livraison et service client incompétent quand un livreur oublie de vous livrer la moitié de la commande, à savoir tous les produits frais!
Inadmissible, et les interlocuteurs me baladent depuis plus d'un jour et n'ont aucune info sérieuse à me transmettre, et aucun responsable ne me rappelle alors que c'est ma demande depuis hier soir... Il n'y a donc aucun responsable chez Carrefour?? Bravo pour le service rendu!",,2020-06-27T08:03:53.000Z,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,1,1,
1,INCOMPÉTENTS !!!,"INCOMPÉTENTS !!!
J’ai commandé des fournitures scolaires en ligne plus de 10 jours avant la rentrée. Je n’ai rien reçu pour la rentrée, mes enfants n’avaient leurs fournitures pour la rentrée. J’ai dû faire plusieurs magasins en catastrophe pour tout racheter plus cher car il n’y avait plus rien en rayons. 
Je reçois mes colis 15 jours plus tard abîmés, ils ont pris l’eau. Je leur demande de me rembourser. Ils repoussent ma demande en me proposant des bons d’achat pour qques euros sur leur site (plus jamais !!). Au final ils acceptent de me rembourser si je renvoie le reste des colis non abimés à mes frais. C’est inacceptable !!!",,2019-09-25T17:55:48.000Z,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,1,
1,Je parle du carrefour contact de Fourchambault,"Je parle du carrefour contact de Fourchambault
Les patron parle comme des chiens aux employés et surtout aux clients c inadmissible la dernière il m'ont carrément dit d'allez voir ailleurs de plus il y a beaucoup de produits périmé en rayon et c moisi dans mes frigo.
J'espère que la direction de carrefour va faire quelque chose en conséquence.",,2017-05-18T13:24:48.000Z,,,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,NE PAS COMMANDER !!!!,"j'ai eu un rendez vous avec un transporteur qui n'est pas passé bien sur sans prévenir, j'ai du appeler 15 000 fois le SAV plateforme qui se trouve au Maroc aucuns renseignements tout le monde s'en fou, c'est inacceptable de traiter les clients comme ça BRAVO, C'est un cadeau pour Noel dont je ne suis pas sur d'avoir en temps et en heure pour mon fils de 3 ans et forcément je ne le retrouverai plus disponible dans d'autres magasins Voilà comment saboter un NOEL Grand Merci !!!
 
****JE NE RECOMMANDE PAS CARREFOUR ON LINE FUIYEZ *******",,2015-12-14T12:47:14.040Z,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,1,1,
1,"Rude, insultant et cher","Personnel souvent rude voire agressif. 

Service de securite qui traite les clients comme des voleurs. Les caissieres ne sont pas abilitees a l'inspection visuelle des sacs. 

Cher. 

Les fruits et legumes sont trop souvent pouris.",,2019-09-07T23:46:06.000Z,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,Depuis plus de 20 ans je fréquente…,"Depuis plus de 20 ans je fréquente carrefour ste Geneviève des Bois et ai vu défilé plusieurs directeurs . Deux étaient vraiment sérieux. Depuis 4 ans  l ambiance du magasin s est gravement dégradée, les employés sont tristes comme l'est devenu le magasin. La directrice Amandine Levine se prend pour une starlette d émission réalité et harcèle les clients et ne respecte pas les règles de distanciations pour parler. Le magasin a de très nombreux périmés . Le parking à des trous dangereux, des alcooliques, des roms qui fouillent dans nos caddies devant nos coffres, que du bonheur. Heureusement il y a de nombreuses autres enseignes de supermarchés autour. 

Carrefour ste Geneviève des Bois qui offre aux clients des sacs avec la photo du magasin, avouez ça motive!!!!

L ambiance du magasin et son environnement sont très importants pour motiver les clients, là il n'y a plus rien! Un ancien directeur Mr collet avait tout compris, mais il est parti malheureusement.",,2021-06-04T15:51:14.000Z,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,Reservation Couteaux Sabatier: galère ++++++,"J'ai téléphoné à Carrefour-fidélité  cet a.m. : le bug serait dû au fait qu'il y a trop d'acheteurs en même temps......???
Nouvelle tentative de commande ce soir à  minuit mais nouvel échec, mes identifiant et mot de passe étant à  nouveau refusés......
Merci de ne pas me répondre en me disant que le site est fonctionnel, ou qu'il faut vider les caches......",,2022-05-11T22:21:27.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance. L'équipe Carrefour",2022-05-12T06:37:01.870Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,Incompétent !!!,"J'ai fait une commande au carrefour drive en septembre 2019. Le personnel a oublié une caisse.
Après moultes appels et emails, ils m'ont adressés la facture d'une autre personne habitant à l'autre bout de la France pour que j'indique les produits manquants (alors que je les avais déjà donné par téléphone) ... et la confidentialité pour l'autre client, on en parle ?
Cela va bientôt faire 5 mois que j'attends le remboursement de plus de 50 euros.
Inadmissible !!!",,2020-02-15T23:11:42.000Z,,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,1,1,
1,SAV draisienne électrique insatisfait,"Achat draisienne électrique le 29 juillet 2022.
Matériel HS 2mois après achat. Envoyé en SAV le 1er octobre 2022.
Retour matériel le 21 novembre.
J'essaye le matériel ce matin (22 novembre) et il est encore HS.
J'appelle à nouveau le SAV pour me faire rembourser car je n'ai plus confiance. Refus du remboursement.
Le matériel doit encore partir en SAV.
MARRE DE FAIRE DES ALLER RETOUR (80KMS).
Grosse déception de la marque Carrefour. En plus, il n'y a plus de SAV en magasin, tout se passe par téléphone.  Contact client plus que moyen!",,2022-11-22T19:01:04.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2022-11-22T19:08:56.223Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,1,
1,"Bonjour,","Bonjour,
Moi aussi pareil impossible de créer un compte et de les appeler bizarre ...
Très déçu de l opération carrefour 😞 surtout que pour avoir une vignette on doit avoir dépensé 10 euros que pour une vignette et au bout du compte on a pas l article attendu",,2021-04-19T10:44:47.000Z,,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,Carrefour ILLZACH: Accueil d'un cirque avec animaux sauvages sur le parking,"Je trouve honteux de la part de Carrefour Illzach (dans le 68) d'accueillir sur son terrain le cirque ZAVATA avec des animaux - en cage - sachant qu'il suffit de rechercher sur Google: ""contre les cirques avec animaux"" pour trouver maintes déclaration de la lutte contre cette pratique. Et si la mairie d'Illzach l'accepte, alors et devrait revoir sa politique, ainsi que celle de Mulhouse. C'est une honte face à la lutte actuelle des fédérations, associations, fondations et une mobilisation globale contre cette pratique.
De plus, un homme arrogant se balade sur le parking de Carrefour avec des flyers et répond insolemment au rejet de recevoir et d'assister à de tels spectacles.",,2021-02-27T07:39:23.000Z,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,CARREFOUR MARKET BAPAUME,"CARREFOUR MARKET BAPAUME
Encore déçue par un tract publicitaire qui annonce une armoire de rangement à 34.90 €, tract sur lequel Carrefour Market est concerné par cette offre et encore une fois le produit n'est jamais arrivé en magasin. Sur 2 mois cela fait deux fois que je me fais avoir. Je voulais le lots de 2 armoires une grande et une petite pour 59 € et maintenant celle là. Je suis allée plusieurs fois en magasin, j'ai téléphoné et RIEN.  JE DECONSEILLE DE SUIVRE LES TRACTS SURTOUT POUR LE MAGASIN DE BAPAUME QUI N'A JAMAIS LES PRODUITS",,2020-08-01T09:20:02.000Z,"Bonjour Cathy,",2020-08-04T14:49:16.578Z,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,
